wellid,year,sampledate,daynum,ph,ph_bubbled,cond,alk,dic,doc,no3no2,nh4n,totn,totp,drsi,brsi,cl,so4,ca,mg,na,k,fe,mn,flagph,flagph_bubbled,flagalk,flagdic,flagdoc,flagno3no2,flagnh4n,flagtotn,flagtotp,flagdrsi,flagbrsi,flagcl,flagso4,flagca,flagmg,flagna,flagk,flagfe,flagmn
"K6",1986,1986-09-03 00:00:00,246,5.79,,,145,,,15.3,61,,,5700,,0.73,6.79,2.12,0.87,1.86,0.78,,,,,,,,,,,,,,,,,,,,,
"K6",1986,1986-11-05 00:00:00,309,5.77,,,157,8.23,1.07,,,,,5496,,0.83,6.44,1.96,1.00,1.71,0.70,,,,,,,,,,,,,,,,,,,,,
"K6",1987,1987-11-16 00:00:00,320,5.80,,,,8.78,1.06,,,,,,,0.65,7.13,2.29,,1.53,0.68,,,,,,,,,,,,,,,,,,,,,
"K6",1988,1988-10-27 00:00:00,301,6.03,,36,149,8.54,1.41,0.0,87,59,25,5768,5049,0.61,6.97,1.82,0.73,1.57,0.79,3.70,0.06,,,,,,,,,,,,,,,,,,,
"K6",1989,1989-10-24 00:00:00,297,6.30,,46,157,4.71,4.10,3.0,120,162,53,5985,5788,0.82,7.38,2.79,1.14,1.43,0.92,4.10,0.11,,,,,,"G","G",,,,,,,,,,"E",,
"K6",1990,1990-11-15 00:00:00,319,5.90,,39,139,6.85,2.39,3.0,126,187,54,6088,6044,0.96,6.80,2.20,0.92,1.76,0.82,1.62,0.07,,,,,,,,,,,,,,,,,,"E",
"K6",1991,1991-10-23 00:00:00,296,6.31,,43,153,8.15,4.21,1.0,374,422,144,6289,6230,1.75,8.21,3.33,1.21,1.59,0.82,,0.13,,,,,,,,,,,,,,,,,,,
"K6",1992,1992-12-15 00:00:00,350,6.29,,61,89,10.45,2.25,2.0,103,197,112,6132,5890,0.95,9.46,3.33,1.28,1.54,0.75,8.88,0.16,,,,,,"G",,,,,,,"B",,,,,,
"K6",1993,1993-11-29 00:00:00,333,6.46,,61,183,11.53,4.01,0.0,316,318,234,5921,5721,0.80,8.77,3.62,1.37,1.43,1.05,13.03,0.21,,,,,,,,,,,"E",,"E",,,,,,
"K6",1994,1994-12-20 00:00:00,354,6.81,,,238,4.81,2.77,6.0,384,511,265,5860,5782,0.76,6.19,3.75,1.55,1.49,1.06,13.43,0.23,,,,,,,,,,,,,,,,,,,
"K6",1996,1996-11-20 00:00:00,325,6.58,7.11,41,171,6.09,3.71,8.0,325,58,45,6296,6457,0.89,7.09,2.62,0.95,1.38,0.87,10.28,0.14,,,,,,,,,,"E","E",,,,,,,,
"K6",1997,1997-11-10 00:00:00,314,6.08,,36,136,7.82,1.19,4.0,94,90,79,6543,6870,0.83,6.93,2.64,1.10,1.59,0.94,7.42,0.09,,,,,,,,,,,,,,,,,,,
"K6",1998,1998-10-27 00:00:00,300,6.02,6.83,36,143,8.62,1.16,4.0,106,120,71,6676,6429,0.89,6.31,2.53,1.05,1.65,0.80,5.77,0.09,,,,,,,,,,,,,,,,,,,
"K6",1999,1999-10-29 00:00:00,302,5.96,6.88,31,127,7.01,0.95,7.0,110,288,55,6563,7064,0.72,4.53,2.44,0.97,1.56,0.81,7.06,0.09,,,,,,,,,,,,,,,,,,,
"K6",2000,2000-11-29 00:00:00,303,6.17,6.76,32,123,7.67,1.08,4.0,54,178,22,6148,6043,0.75,5.26,2.39,0.93,1.45,0.64,5.31,0.08,,,,,,,,,,,,,,,,,,,
"K6",2001,2001-11-05 00:00:00,309,6.18,7.02,33,101,2.13,1.17,14.0,85,100,76,6200,6164,0.49,6.06,2.38,0.89,1.41,0.68,5.89,0.07,,,,,,,,,,,,,,,,,,,
"K6",2002,2002-10-28 00:00:00,301,6.01,6.88,43,107,8.58,1.21,0.0,76,78,76,6074,6036,0.47,6.05,2.32,0.89,1.38,0.63,5.30,0.08,,,,,,,,,,,,,,,,,,,
"K6",2003,2003-10-09 00:00:00,282,6.16,6.74,34,94,2.50,1.18,4.0,43,76,51,6300,,0.79,6.72,2.16,0.90,1.26,0.63,4.52,0.07,,,,,,,,,,,,,,,,,,,
"K6",2004,2004-10-20 00:00:00,294,5.97,6.94,40,253,,,33.0,274,75,61,6267,,0.09,0.40,2.25,0.88,1.30,0.59,4.51,0.07,,,,"D","D",,,,,,,"A","A",,,,,,
"K6",2005,2005-11-03 00:00:00,305,6.13,6.67,33,90,10.93,1.86,4.0,82,76,65,6365,,0.56,6.98,2.20,0.85,1.27,0.58,5.55,0.07,,,,,,"E","E",,,,,,,,,,,,
"K6",2006,2006-10-10 00:00:00,283,6.38,6.66,34,239,6.26,1.45,2.0,63,120,74,6645,,0.71,7.36,2.55,0.94,1.34,0.60,6.18,0.08,,,,,,,,,,,,,,,,,,,
"K6",2007,2007-11-01 00:00:00,305,6.38,6.90,31,,,,,,180,37,5153,,,,2.23,0.66,1.46,0.62,5.01,0.04,,,"D","D","D","C","C","E","E",,,"C","C",,,,,,
"K6",2008,2008-10-28 00:00:00,302,,,,,,,,,,,,,,,,,,,,,"C","C",,,,,,,,,,,,,,,,,
"K6",2009,2009-11-02 00:00:00,306,,,,,,,,,,,,,,,,,,,,,"C","C",,,,,,,,,,,,,,,,,
"K6",2010,2010-10-18 00:00:00,291,5.37,6.59,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K6",2011,2011-11-07 00:00:00,311,,,,,,,,,,,,,,,,,,,,,"C","C",,,,,,,,,,,,,,,,,
"K6",2012,2012-11-12 00:00:00,317,,,,,,,,,,,,,,,,,,,,,"C","C",,,,,,,,,,,,,,,,,
"K6",2013,2013-10-23 00:00:00,296,,,,,,,,,,,,,,,,,,,,,"C","C",,,,,,,,,,,,,,,,,
"K75",1984,1984-11-07 00:00:00,312,5.97,,,174,,,1.5,27,,,4284,,0.55,5.15,2.87,0.64,1.20,0.61,,,,,,,,,,,,,,,,,,,,,
"K75",1985,1985-03-16 00:00:00,75,6.05,,,147,,,32.7,29,,,4307,,0.55,4.60,2.59,,1.07,0.79,,,,,,,,,,"E","E",,,,,,,,,"E",
"K75",1985,1985-06-01 00:00:00,152,,,,122,,,41.8,31,,,3722,,0.43,4.31,1.67,0.63,1.10,0.54,,,,,,,,,,,,,,,,"E","E",,,"E",
"K75",1985,1985-08-22 00:00:00,234,,,,,,,0.0,44,,,4053,,0.45,4.12,2.29,0.50,1.13,0.50,,,,,,,,,,,,,,,,,,"E",,"E",
"K75",1985,1985-11-16 00:00:00,320,5.98,,,164,,,0.0,20,,,4203,,0.53,3.83,2.15,0.51,1.20,0.50,,,,,,,,,,,"E",,,,,,,,,,
"K75",1986,1986-03-01 00:00:00,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K75",1986,1986-05-13 00:00:00,133,6.17,,,150,,,2.0,10,,,3811,,0.48,4.28,2.21,0.50,1.21,0.51,,,,,,,,,,,,,,,,,,,,,
"K75",1986,1986-09-03 00:00:00,246,6.19,,,164,,,0.3,15,,,3928,,0.54,4.23,3.41,0.59,1.59,0.59,,,,,,,,,,,,,,,,,,,,,
"K75",1986,1986-11-05 00:00:00,309,6.22,,,121,3.62,0.35,,,,,4019,,0.61,4.50,2.01,0.45,0.54,0.58,,,,,,,,,,,,,,,,,,,,,
"K75",1987,1987-11-16 00:00:00,320,6.28,,,,6.36,0.66,,,,,,,0.50,5.20,3.28,0.66,1.16,0.55,,,,,,,,,,,,,,,,,,,,,
"K75",1988,1988-10-27 00:00:00,301,6.21,,32,178,6.91,0.80,0.0,51,93,16,4900,4235,0.57,5.33,3.13,0.65,1.15,0.54,1.57,0.00,,,,,,,,,,,,,,,,,,,
"K75",1989,1989-10-24 00:00:00,297,5.97,,33,155,4.27,1.80,1.0,38,58,10,5101,4696,0.64,4.92,2.29,0.52,1.07,0.49,2.66,0.00,,,,,,"G","G",,,,,,,,,,,,
"K75",1990,1990-11-15 00:00:00,319,6.08,,43,155,5.76,1.76,0.0,64,129,13,5000,5023,1.07,7.98,2.38,0.59,1.29,0.52,3.87,0.04,,,,,,,,,,,,,,,,,,,
"K75",1991,1991-10-23 00:00:00,296,6.08,,29,219,7.95,0.74,0.0,38,41,35,5162,5065,0.73,5.64,2.65,0.66,1.35,0.58,,0.05,,,,,,,,,,,"E",,,,,,,,
"K75",1992,1992-12-15 00:00:00,350,6.06,,43,105,9.49,0.73,1.0,36,47,22,5262,5031,0.48,6.03,2.48,0.71,1.43,0.60,4.61,0.04,,,,,,"G",,,,"E","E",,"B","E",,,,,
"K75",1993,1993-11-29 00:00:00,333,6.09,,45,166,10.46,0.85,0.0,85,37,18,5141,4950,0.59,6.33,2.85,0.72,1.51,0.57,4.94,0.00,,,,,,,,,,,,,"E",,,,,,
"K75",1994,1994-12-20 00:00:00,354,6.65,,,229,3.55,1.53,2.0,85,137,9,5149,4912,0.68,5.01,2.80,0.85,1.57,0.80,4.81,0.00,,,,,,,,"E","E",,,,,,,,,,
"K75",1996,1996-11-20 00:00:00,325,5.77,6.72,31,118,5.95,1.00,8.0,55,36,29,9585,9857,0.73,5.28,3.03,1.08,1.33,1.22,4.70,0.03,,,,,,,,,,"E","E",,,,,,,,
"K75",1997,1997-11-10 00:00:00,314,6.12,,21,109,2.89,0.37,1.0,21,20,14,4154,3892,0.51,3.84,1.59,0.34,0.96,0.51,1.69,0.01,,,,,,,,,,,,,,,,,,,
"K75",1998,1998-10-27 00:00:00,300,6.14,7.09,29,131,5.01,1.25,2.0,59,46,20,8860,4676,0.88,4.30,2.51,0.62,1.11,0.88,1.61,0.02,,,,,,,,,,,,,,,,,,,
"K75",1999,1999-10-29 00:00:00,302,6.08,7.19,27,228,4.38,0.64,4.0,44,226,18,5048,5909,0.68,3.75,2.64,0.54,1.10,0.56,2.07,0.01,,,,,,,,,,,,,,,,,,,
"K75",2000,2000-11-29 00:00:00,303,5.78,6.37,35,62,7.54,0.97,6.0,46,167,9,6623,6915,0.95,4.69,2.33,0.65,1.52,0.81,2.46,0.03,,,,,,,,,,,,,,"E","E","E","E",,"E"
"K75",2001,2001-11-05 00:00:00,309,5.97,7.09,39,100,1.99,1.01,2.0,67,130,34,5632,5650,1.11,5.92,2.74,0.74,4.68,0.98,4.02,0.05,,,,,,,,,,,,,,,,,,,
"K75",2002,2002-10-28 00:00:00,301,6.08,6.69,42,120,3.73,2.18,0.0,56,43,28,6389,6506,0.58,6.22,2.58,0.74,1.59,0.64,4.81,0.04,,,,,,,,,,,,,,,,,,,
"K75",2003,2003-10-09 00:00:00,282,6.16,6.28,43,145,4.31,0.65,6.0,87,34,18,4822,,,,,,,,,,,,,,,"E","E",,,,,"C","C","C","C","C","C","C","C"
"K75",2004,2004-10-20 00:00:00,294,6.01,6.97,34,218,3.56,0.78,109.0,37,34,23,4873,,0.18,0.25,2.27,0.57,1.34,0.46,3.80,0.03,,,,,,,,,,,,"A","A","E","E","E","E","E","E"
"K75",2005,2005-11-03 00:00:00,305,6.05,6.81,36,110,5.40,0.44,2.0,44,41,29,4964,,0.67,4.80,2.25,0.60,1.35,0.55,4.49,0.03,,,,,,,,,,"E",,"E","E",,,,,,
"K75",2006,2006-10-10 00:00:00,283,6.05,7.63,32,230,9.54,0.93,2.0,39,66,26,5198,,0.66,4.84,2.16,0.58,1.29,0.52,4.77,0.03,,,,,,,,"E","E",,,"E",,,,,,,
"K75",2007,2007-11-01 00:00:00,305,6.25,6.38,39,62,7.69,1.24,2.0,49,,,,,0.68,5.89,,,,,,,,,,,,,,"C","C","C","C",,,"C","C","C","C","C","C"
"K75",2008,2008-10-28 00:00:00,302,6.01,6.82,29,110,4.42,1.44,8.0,41,46,51,5156,,0.02,3.96,2.26,0.69,1.46,0.55,5.04,0.04,,,,,,,,,,,,,,,,,,,
"K75",2009,2009-11-02 00:00:00,306,6.04,6.59,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K75",2010,2010-10-18 00:00:00,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K75",2011,2011-11-07 00:00:00,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K75",2012,2012-11-12 00:00:00,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K75",2013,2013-10-23 00:00:00,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K9",1984,1984-11-07 00:00:00,312,6.79,,,752,,,35.4,34,,,9556,,0.48,5.61,8.14,3.61,2.11,0.58,,,,,,,,,,,,,,,,,,,,,
"K9",1985,1985-03-16 00:00:00,75,6.81,,,,,,,,,,9516,,0.35,3.26,8.23,12.60,2.07,0.60,,,,,"C",,,,,"C","C",,,,,,,,"E","E",
"K9",1985,1985-06-01 00:00:00,152,6.86,,,713,,,0.0,60,,,9630,,0.40,4.82,8.41,3.62,2.16,0.70,,,,,,,,,,,,,,,,,,,,,
"K9",1985,1985-08-22 00:00:00,234,,,,,,,0.0,48,,,9693,,0.42,4.47,8.53,3.65,2.22,0.62,,,,,,,,,,,,,,,,,,,,,
"K9",1985,1985-11-16 00:00:00,320,6.80,,,744,,,0.0,36,,,9745,,0.43,4.25,8.02,1.07,2.18,0.61,,,,,,,,,,"E","E",,,,,,,,,"E",
"K9",1986,1986-03-01 00:00:00,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K9",1986,1986-05-13 00:00:00,133,6.95,,,717,,,3.3,27,,,9380,,0.38,4.20,8.33,3.65,2.07,0.52,,,,,,,,,,,,,,,,,,,,,
"K9",1986,1986-09-03 00:00:00,246,7.01,,,660,,,1.2,23,,,9520,,0.35,3.72,8.07,3.51,2.14,0.55,,,,,,,,,,,,,,,,,,,,,
"K9",1986,1986-11-05 00:00:00,309,6.97,,,686,10.18,0.87,,,,,9679,,0.43,4.77,8.29,3.65,2.11,0.51,,,,,,,,,,,,,,,,,,,,,
"K9",1987,1987-11-16 00:00:00,320,6.98,,,,10.44,0.78,,,,,,,0.31,4.89,8.27,3.49,2.04,0.52,,,,,,,,,,,,,,,,,,,"E",,"E"
"K9",1988,1988-10-27 00:00:00,301,6.94,,74,681,11.18,0.87,9.0,11,0,24,10209,9060,0.55,5.07,,3.51,2.13,0.55,0.00,0.00,,,,,,,,,,,,,,,,,,,
"K9",1989,1989-10-24 00:00:00,297,6.91,,82,660,10.40,4.08,1.0,6,19,32,11027,,0.83,5.16,8.07,3.48,2.23,0.57,0.10,0.00,,,,,,"G","G",,,,,"H","H","E","E",,,,
"K9",1990,1990-11-15 00:00:00,319,6.77,,81,636,10.79,1.09,8.0,73,208,23,10163,9179,0.63,5.41,8.04,3.34,2.32,0.57,0.09,0.00,,,,,,,,,,,,"H","H","E","E",,,,
"K9",1991,1991-10-23 00:00:00,296,6.88,,81,662,10.42,1.17,14.0,12,32,29,,10010,0.51,6.15,8.88,3.50,2.19,0.54,0.07,0.04,,,,,,,,,,,,,,,,,,,
"K9",1992,1992-12-15 00:00:00,350,6.82,,79,648,10.70,1.27,25.0,65,130,37,9980,9759,0.50,5.62,7.90,3.50,2.18,0.60,0.11,0.00,,,,,,"G",,,,,,,"B",,,,,,
"K9",1993,1993-11-29 00:00:00,333,6.82,,84,703,11.43,1.73,20.0,65,19,29,9381,9494,0.50,5.92,8.73,3.58,2.18,0.57,0.08,0.00,,,,,,,,"E","E",,,,,,,,,,
"K9",1994,1994-12-20 00:00:00,354,6.83,,,745,10.44,0.86,23.0,13,61,17,8978,8947,0.51,6.15,9.46,3.89,2.35,0.63,0.00,0.00,,,,,,,,,,"E","E",,,,,,,,
"K9",1996,1996-11-20 00:00:00,325,7.03,8.04,87,679,9.39,0.88,32.0,19,188,130,9393,9778,0.58,7.07,8.63,3.69,2.16,0.59,0.00,0.06,,,,,,,,,,"E","E",,,,,,,,
"K9",1997,1997-11-10 00:00:00,314,7.09,,94,738,10.48,1.00,16.0,11,110,199,24796,23050,0.53,6.92,11.97,7.08,2.88,2.16,11.33,0.29,,,,,,,,,,,,,,,,,,,
"K9",1998,1998-10-27 00:00:00,300,6.91,7.86,90,699,10.64,0.91,20.0,13,0,32,9800,9642,0.51,7.81,8.90,3.93,2.21,0.60,0.00,0.00,,,,,,,,,,,,,,,,,,,
"K9",1999,1999-10-29 00:00:00,302,7.04,7.98,86,666,9.85,0.87,36.0,11,221,12,10450,10884,0.48,6.36,9.01,3.74,2.44,0.64,0.02,0.19,,,,,,,,,,,,,,,,,,,
"K9",2000,2000-11-29 00:00:00,303,6.85,7.42,81,621,10.05,0.83,5.0,38,151,51,13206,13798,0.48,6.04,8.35,3.74,2.43,0.78,1.42,0.08,,,,,,,,,,,,,,,,,,,
"K9",2001,2001-11-05 00:00:00,309,6.78,7.77,82,614,8.20,0.99,20.0,44,17,32,10236,10273,0.26,6.73,8.32,3.35,2.39,0.58,0.01,0.01,,,,,,,,,,,,,,,,,,,
"K9",2002,2002-10-28 00:00:00,301,6.73,6.83,81,592,3.56,2.98,16.0,2,68,21,10189,9608,0.32,7.33,7.87,3.26,2.18,0.56,0.00,0.00,,,,,,,,,,,,"E","E","E","E","E","E","E",
"K9",2003,2003-10-09 00:00:00,282,6.87,7.40,85,647,9.25,0.77,9.0,7,34,23,9625,,0.45,7.82,7.86,3.51,2.26,0.59,0.01,0.00,,,,,,,,,,,,,,,,,,,
"K9",2004,2004-10-20 00:00:00,294,6.83,7.87,81,597,8.28,1.32,40.0,109,24,18,9322,,0.02,0.64,8.05,3.33,2.15,0.54,0.00,0.00,,,,,,,,,,,,"A","A",,,,,,
"K9",2005,2005-11-03 00:00:00,305,6.76,7.88,79,613,7.86,56.82,16.0,3,65,25,9167,,0.30,7.48,8.00,3.26,2.18,0.54,0.00,0.00,,,,,"KH",,,,,,,,,"E","E","E","E","E","E"
"K9",2006,2006-10-10 00:00:00,283,6.78,7.64,77,584,9.62,0.87,11.0,15,21,22,9145,,0.30,7.31,8.45,3.34,2.06,0.54,0.04,0.00,,,,,,,,,,,,,,,,,,,
"K9",2007,2007-11-01 00:00:00,305,6.81,7.84,80,170,10.38,2.06,14.0,24,153,12,5853,,0.70,8.92,4.37,1.37,1.97,0.76,0.07,0.00,,,"N",,,,,,,"E",,,,,,,,,
"K9",2008,2008-10-28 00:00:00,302,6.82,7.54,79,625,8.60,1.06,24.0,13,38,44,8894,,0.02,6.55,8.70,3.48,2.18,0.61,0.03,0.00,,,,,,,,,,,,,,,,,,,
"K9",2009,2009-11-02 00:00:00,306,6.93,7.71,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K9",2010,2010-10-18 00:00:00,291,6.81,7.80,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K9",2011,2011-11-07 00:00:00,311,6.98,7.87,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K9",2012,2012-11-12 00:00:00,317,6.75,7.88,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K9",2013,2013-10-23 00:00:00,296,6.83,7.92,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
